,title,link,description,bloggername,bloggerlink,postdate
56,올여름 첫 빙수 <b>이디야</b>의 딸기 치즈 빙수 후기,https://nohji.com/4726?category=313585,"그렇게 찾은 카페와 메뉴는 해마다 꼭 챙겨서 먹고 있는 <b>이디야</b>의 딸기 치즈 빙수다. <b>이디야</b> 딸기 치즈 빙수 <b>이디야</b>에서 판매하는 딸기 치즈 빙수를 본다면 크게 뭔가 외관이 달라지지는 않았지만, 지난해와... ",노지의 소박한 이야기,https://nohji.com/,20220628
57,<b>이디야</b> 콤부차 효능 카페인 칼로리 다이어트 음료,https://blog.naver.com/ijoao?Redirect=Log&logNo=222822753009,"<b>이디야</b> 콤부차. 복숭아망고 청포도레몬 가격 각 3,500원 사이좋게 하나씩 ㅋㅋ 콤부차를 주문하면... 칼로리, 카페인 정보를 확인하려고 <b>이디야</b> 홈페이지에 들어갔는데... 복숭아망고 칼로리가 128, 청포도레몬... ",Smiling Sunny,https://blog.naver.com/ijoao,20220721
58,<b>이디야</b>커피 창원남양점,https://blog.naver.com/clsrn23?Redirect=Log&logNo=222801079086,남양동 성원2차 상가에 위치한 <b>이디야</b> 커피입니다. <b>이디야</b>에서 써큘레이터 행사가 있다고 해서 근처에 갔는데 판매하지 않는 지점이라고 해서 전화를 해보고 있다고 확인후 방문한 창원남양점 입니다. 영업시간... ,구르마미,https://blog.naver.com/clsrn23,20220705
59,완벽한 홈카페를 위한 조건 (feat. <b>이디야</b> 와플메이커),https://blog.naver.com/ediya-coffee?Redirect=Log&logNo=222736060502,저처럼 사람 많은 카페에 가면 금방 지치시는 분들이라면 오늘 <b>이디야</b> 신상템을 눈여겨 봐주세요!... 여러분들의 완벽한 홈카페를 위해서 <b>이디야</b>에서 올데이브런치 와플메이커를 준비했어요. 와플메이커를... ,이디야커피 공식 블로그,https://blog.naver.com/ediya-coffee,20220518
60,미리 준비하는 추석 명절 선물 (with <b>이디야</b> 2022 추석 선물세트),https://blog.naver.com/ediya-coffee?Redirect=Log&logNo=222838487098,매년 같은 고민을 하시는 여러분들을 위해 <b>이디야</b>에서 ‘알잘딱깔센’하게 추석 선물세트를... 그래서 오늘은 <b>이디야</b> 블로그 지기가 여러분의 추석 선물 고민에 참견해보려고 합니다. 바로 <b>이디야</b> 선물세트... ,이디야커피 공식 블로그,https://blog.naver.com/ediya-coffee,20220804
61,"<b>이디야</b> 크림샷라떼 카페인, 칼로리 후기!",https://blog.naver.com/maize210?Redirect=Log&logNo=222696471060,"제가 <b>이디야</b>에서 제일 좋아하는 메뉴가 콜드브루 크림넛인데 이제 크림샷라떼로 바뀔 것 같아요,,, 그정도로 넘넘 맛있는 이번 <b>이디야</b> 신메뉴 크림샷라떼!!!! 넘 맛있어서 처음 마시고 다음날 또... ",살구블라썸,https://blog.naver.com/maize210,20220410
62,"<b>이디야</b> 생과일 수박주스+가격,쥬씨 수박주스와 비교~",https://blog.naver.com/music_six?Redirect=Log&logNo=222817158393,수박주스 생각나서 일터 근처 <b>이디야</b> 갔습니다 전에 매머드와 쥬씨 수박주스 리뷰를 한적이 있어서 <b>이디야</b> 수박주스 먹는김에 리뷰도 해보려고요 ㅎㅎ 쥬시 수박주스&amp;메머드 수박주스 비교 : 네이버 블로그... ,차양,https://blog.naver.com/music_six,20220718
63,<b>이디야</b>커피 메뉴 추천 연유카페라떼 솔직후기,https://blog.naver.com/okuimasami?Redirect=Log&logNo=222743472076,<b>이디야</b>커피 메뉴 추천 연유카페라떼 솔직후기 안녕하세요. 몽토입니다. 낮엔 광주 기온이 무려 31도까지... ㄷㄷㄷ 동네 한 바퀴 돌고 나니 기운이 쭉 빠져서 시원한 당 충전을 할 겸 오늘도 문흥동 카페 <b>이디야</b>커... ,몽토의 내일도 꿀맛,https://blog.naver.com/okuimasami,20220523
64,<b>이디야</b> 추천 스낵 크리미초코감자쿠키,https://blog.naver.com/psm_1230?Redirect=Log&logNo=222785421778,<b>이디야</b> 추천메뉴 크리미초코감자쿠키 존맛! 평소에 여러 프렌차이즈 카페들 중에서 <b>이디야</b> 커피를 참 좋아하는 나 :) 그중에서 나의 원픽메뉴는 콜드브루 크림넛인데 커피를 사면서 꼭 잊지않고 사는게 또... ,찬둥,https://blog.naver.com/psm_1230,20220623
65,"허니 카라멜 브레드 :  <b>이디야</b>커피 강릉교동택지점, 토요일... ",https://blog.naver.com/insung1214?Redirect=Log&logNo=222813678309,"<b>이디야</b>커피 강릉교동택지점 토요일 아침 커피한잔 마시러 들었습니다. 셋이서 카페가면 보통 1시간... 아침에 집에서 베이컨 토스트 먹고 왔으니까, <b>이디야</b>커피 아메리카노가 제격이죠. 딸기는 아침 입맛이... ",코리아 롱비치 14,https://blog.naver.com/insung1214,20220716
66,"<b>이디야</b> 생과일 토마토주스 칼로리, 집에서 갈아먹는 맛",https://blog.naver.com/maize210?Redirect=Log&logNo=222815159223,정말 집에서 직접 갈아먹는 것 같은 맛이 나는 <b>이디야</b> 생과일 토마토주스! 진짜 토마토만 가득 갈아넣은 생과일주스인가봐요 ㅋㅋㅋㅋㅋㅋㅋ <b>이디야</b> 생과일주스는 토마토와 수박 두가지로 만나볼 수 있어요!... ,살구블라썸,https://blog.naver.com/maize210,20220717
67,당산 10번 출구 CAFE <b>이디야</b>,https://blog.naver.com/hewon3k?Redirect=Log&logNo=222763887397,당산역 10번출구로 약속이 있어서 <b>이디야</b>를 다녀왔습니다 ^^ 히히 버스에 딱 내리니깐 래미안 아파트 거기서 내리더라구여 그래서 어디를 갈까 보다가 <b>이디야</b>로 들어왔지요 여기가 가장 가깝기도 하곡 가격도... ,금갈치의 세상,https://blog.naver.com/hewon3k,20220608
68,[예산내포맛집]<b>이디야</b> 커피,https://blog.naver.com/nicedragon80?Redirect=Log&logNo=222801568937,그리고 지인과 함께 커피 한 잔으로 담소를 나누게 된다면 이곳 <b>이디야</b>커피를 찾게 됩니다. [#용갈이짱구 기억으로는 대략 2-3번은 온 듯하네요.] 휴일 오후 점심을 먹고 찾은 <b>이디야</b> 커피는 언제 와도 새로 문을... ,☞생각할일없는남자사람 용갈이짱구,https://blog.naver.com/nicedragon80,20220708
69,<b>이디야</b> 메뉴 추천 크림샷라떼 강릉교동택지점,https://blog.naver.com/tayastocker?Redirect=Log&logNo=222821658641,<b>이디야</b> 메뉴 추천 크림샷라떼 강릉교동택지점 예전에 <b>이디야</b>커피 이곡라떼를 좋아했는데 작년부터 맛이 변함. 그 뒤로 딱히 정착할 메뉴가 없었는데 출시된 이후 꾸준히 먹고 있는 메뉴인 아이스 크림샷 라떼... ,이웃추가하지마요!!! 서이추 신청off,https://blog.naver.com/tayastocker,20220721
70,<b>이디야</b>커피 여름 메뉴 추천 아이스 민트 초콜릿 후기,https://blog.naver.com/okuimasami?Redirect=Log&logNo=222781122625,<b>이디야</b>커피 여름 메뉴 추천 아이스 민트 초콜릿 후기 일요일은 기온이.. 31도?! 실화냐! 벚꽃이 예쁘게... 다들 좋은 곳을 찾아 야외 나들이라도 떠나신 건지 평일보다 넉넉하고 조용해서 기분이 좋은 <b>이디야</b>커피... ,몽토의 내일도 꿀맛,https://blog.naver.com/okuimasami,20220620
71,<b>이디야</b>커피 양평롯데마트점,https://blog.naver.com/peacerina?Redirect=Log&logNo=222836752283,바쁜날이네요~ #<b>이디야</b>커피#롯데마트점#양평<b>이디야</b> 바쁘게 다니다가 롯데마트에 와서 장을보고나니 지치는시간이라 시원한 커피 한잔 마시고 가려구요~ #<b>이디야</b>리유저블컵#피크닉박스 옆에는 파스텔 톤의... ,사람과 사람사이..,https://blog.naver.com/peacerina,20220801
72,"<b>이디야</b> 콤부차 복숭아망고 가격, 칼로리 후기!",https://blog.naver.com/maize210?Redirect=Log&logNo=222835999195,"좋아요 <b>이디야</b> 콤부차 가격은 3,500원이고 총 315ml 들어있어요 맛은 복숭아망고, 청포도레몬 두가지가 있음!! <b>이디야</b> 콤부차 복숭아망고는 콤부차에 복숭아와 망고를 더해 달콤하게 마시기 좋았는데요!... ",살구블라썸,https://blog.naver.com/maize210,20220801
73,<b>이디야</b> 망고빙수 솔직후기 / 페이코인으로 즐기기♡,https://blog.naver.com/hopeeveryk?Redirect=Log&logNo=222838360451,동네 지나다니다보면 늘 <b>이디야</b> 유리창에 쓰여진 &quot;빙수 먹기 좋은 날&quot;이란 글과 빙수 삼총사 사진이 눈에 띄었어요. ㅋㅋㅋㅋ 오늘 날이 참 후덥지근한게 오늘이야말로 빙수 먹기 좋은 날이란 생각이... ,월백언니의 재테크생활일기,https://blog.naver.com/hopeeveryk,20220803
74,비 덕분에(?) <b>이디야</b>에서 자부타임!♡,https://blog.naver.com/hopeeveryk?Redirect=Log&logNo=222809831249,아이 학원 보내놓고 학원 바로 맞은편 <b>이디야</b>로 들어왔습니다. 이 비를 뚫고 다시 집에 갔다 올 순 읎다!!! <b>이디야</b>에 사람이 한 명두 없네요? 조용하고 좋군요~ ㅎㅎㅎ 비록 벽뷰(?) 이지만... 아바라와 따끈한... ,월백언니의 재테크생활일기,https://blog.naver.com/hopeeveryk,20220713
75,<b>이디야</b>커피 강릉회산점 : 이 여름 피서는 <b>이디야</b>커피... ,https://blog.naver.com/insung1214?Redirect=Log&logNo=222804998878,"시원한 생수를 마셔도 뭔가 부족한듯, <b>이디야</b>커피 매장에서 엄청 밀고 있는 수박주스, 시원한게 맛있습니다. <b>이디야</b>커피 강릉회산점 셋이서 주문한 수박주스 기다리고 있습니다. 시원하게 매장안에서 마셔도... ",코리아 롱비치 14,https://blog.naver.com/insung1214,20220708
76,가람상가 맛집(미소야&amp;<b>이디야</b>),https://blog.naver.com/joliesol?Redirect=Log&logNo=222805787400,한가한 <b>이디야</b>로ㅎ 한가한건 안좋은건가? #<b>이디야</b>파주가람마을점 여긴 거의 한가한 편임 살거같다 아메~ 역시 <b>이디야</b>는 토피넛맛집인디ㅎ 울아들은 미식가ㅎ 다이어트한다는 딸은 초코와 휘핑크림을 못버림ㅠ... ,운정맘 일상♡,https://blog.naver.com/joliesol,20220709
77,"<b>이디야</b> 원주기업도시점 신메뉴 더위사냥, 제철 생과일 주스",https://blog.naver.com/fresh0210?Redirect=Log&logNo=222803584062,"<b>이디야</b>커피 여름맞이 신메뉴 등장 <b>이디야</b> 여름맞이 신메뉴 먹으러 다녀왔어요. <b>이디야</b> 원주기업도시점은 공간도 넓은 편이고, 야외 공간도 잘 되어 있어서 좋았어요. 콘센트가 아주 잘 되어 있어서 노트북 들고... ",행복하루,https://blog.naver.com/fresh0210,20220708
78,<b>이디야</b> 1인빙수 망고빙수 사먹은 후기,https://blog.naver.com/pazzihouse?Redirect=Log&logNo=222823904630,저는 빙수 킬러입니다 겨울에도 얼죽아 이기에 빙수도 냠냠 동네 빙수집 왠만하면 다 시켜먹었는데 설빙이 제일 나은것같아요 ㅡ <b>이디야</b> 지나가는데 앞에 1인빙수를 판다고 되어있길래 호다닥 포장주문... ,문쥐 블로그,https://blog.naver.com/pazzihouse,20220722
79,[리뷰]<b>이디야</b> 캡슐커피(네스프레소 호환),https://blog.naver.com/honbliss?Redirect=Log&logNo=222808826904,"-사용된 이미지는 직접 촬영한 사진으로 무단 도용을 금합니다.- 안녕하세요, 오늘은 <b>이디야</b>에서 출시한 캡슐커피를 소개 해 드립니다. 얼마전 마트에 가보니 <b>이디야</b>에서 나온 캡슐커피가 있어서... ",혼블리스 디자인,https://blog.naver.com/honbliss,20220712
80,<b>이디야</b> 커피믹스-골드 블렌드.,https://blog.naver.com/rupinkimami?Redirect=Log&logNo=222837779688,가끔 니봉이가 커피를 부탁하는 궁뎅이 때문에 물과 우유와 커피와 설탕을 얼만큼 조합을 해야 하는지 늘 묻고 또 묻고는 늘상 &quot;망했다..&quot; 하길래 이번엔 처음으로 <b>이디야</b> 커피믹스를 사봤다. 물을 더 적게 넣어야... ,궁뎅이,https://blog.naver.com/rupinkimami,20220802
81,"옥천역 카페, 독특한 실내정원 온실카페 <b>이디야</b>커피 옥천역점.... ",https://blog.naver.com/yangklee?Redirect=Log&logNo=222832271871,"있는 <b>이디야</b>커피이다 아주 독특하고 예쁜 분위기의 실내정원, 이국적이기도 하고 유리 천장 높아... 편안한 <b>이디야</b>커피 옥천역점은 기억에 남을 정도로 인상적이다. 직원들도 친절하다. 옥천에 기차를 타고... ",lets T R A V E L,https://blog.naver.com/yangklee,20220728
82,"창원 상남 &quot;<b>이디야</b>&quot; 메뉴추천ㅣ유자피나콜라다, 토피넛라떼",https://blog.naver.com/fls7488?Redirect=Log&logNo=222777806397,"<b>이디야</b> 창원온천점 ✔️영업시간 : 평일 10:30-23시, 주말 10-22:30분 ✔️주차장 O ✔️포장, 배달 O ✔️Tel. 055-266-0296 테이크아웃 전문점 카페를 제외한 카페 중에서 자주 가는 스타벅스와 <b>이디야</b> 스타벅스는... ",?,https://blog.naver.com/fls7488,20220618
83,콤부차 두 번째 마셔봄 - <b>이디야</b> 콤부차 복숭아망고,https://blog.naver.com/ortln2002?Redirect=Log&logNo=222814425404,콤부차가 생각보다 입에 잘 맞아서 이번엔 <b>이디야</b> 콤부차 복숭아망고를 마셔봤다. 복숭아망고는 내가 좋아하는 핑크핑크  <b>이디야</b> 앱에 들어가면 콤부차 응모권? 이 있더라. 응모권 사용하면 500원 할인받을 수... ,쏠작가의 쏠포토그래피,https://blog.naver.com/ortln2002,20220718
84,일상카페 추천인코드 22709A39 <b>이디야</b> 기프티콘,https://blog.naver.com/2luv_co?Redirect=Log&logNo=222798402370,#일상카페 일상카페 추천인코드 22709A39 <b>이디야</b> 기프티콘 할인받는 방법도 함께 소개해드릴게요~ 먼저... 타임할인하고요~ <b>이디야</b>커피 1만원권도 10% 하고 카페라떼와 아메리카노도 10% 할인된 금액에 구매할 수... ,나는야 바밤바,https://blog.naver.com/2luv_co,20220703
85,<b>이디야</b> 아이스티 샷추가(아샷추) 엑스트라 리뷰 :),https://blog.naver.com/lnk2721?Redirect=Log&logNo=222819556864,<b>이디야</b>에도 아샷추가 있다고 해서 <b>이디야</b> 아샷추를 마셔보았는데요. 레귤러 사이즈보단 엑스트라 사이즈를 추천하는 글이 많아서 저도 엑스트라 사이즈로 주문했습니다. 가격은 엑스트라 3500원 칼로리... ,Leisera의 육아&일상 리뷰♡,https://blog.naver.com/lnk2721,20220719
86,<b>이디야</b> 팥빙수 물회 국수추가요,https://blog.naver.com/goollu?Redirect=Log&logNo=222824414142,<b>이디야</b> 팥빙수도 시켜먹고 다들 일이 있어 호다닥 귀가했더랬다. 근디 중요한건 옥수수 가지러 왔음서 옥수수를 놓고 감 버선발로 뛰어가 옥수수 쥐어줬다 ㅎ 다들 정신 몬차리냐ㅋㅋ 오늘 다이어트는... ,삼형제엄마♡엔쮸,https://blog.naver.com/goollu,20220722
87,"<b>이디야</b> 커피, 아이스토피넛라떼 &amp; 생과일수박주스",https://blog.naver.com/top1889?Redirect=Log&logNo=222803544621,후식으로 커피마시러 회사근처 <b>이디야</b>로 =33 점심시간에 밥 먹고 나온 직장인분들~~ 엄청 많더라고요... 처음엔 낯설었지만 이제는 어딜가도 많이 보이는 무인주문기로 주문했어요~~~ ✔️<b>이디야</b> 메뉴 및 가격... ,"뻥산, hello !",https://blog.naver.com/top1889,20220707
88,[전국/<b>이디야</b>커피] 신메뉴 1인 빙수 &amp; 꿀복숭아 플랫치노 굿~~,https://blog.naver.com/baojiong?Redirect=Log&logNo=222790887451,[전국/<b>이디야</b>커피 (EDIYA COFFEE)] 신메뉴 1인 빙수 &amp; 꿀복숭아 플랫치노 굿~~ 습하고 무더운 여름이 되면 꼭 생각나는 ' 빙수 ' &quot; <b>이디야</b> 커피 (EDIYA COFFEE) &quot; 매장에는 여름 신메뉴로 &quot; 빙수 먹기 좋은 날 &quot; 1인 빙수가... ,Bao&apos;s Travel Story,https://blog.naver.com/baojiong,20220628
89,<b>이디야</b> 과자추천 크리미초코 감자쿠키,https://blog.naver.com/maize210?Redirect=Log&logNo=222728077490,"제가 <b>이디야</b>에서 제일제일 좋아하는 과자 크리미초코 감자쿠키를 추천해드리려고 해요❤❤❤ 요건... 존맛과자에요 <b>이디야</b> 크리미초코 감자쿠키 12개 들어있고 가격은 2,500원❤ 슬림한 감자쿠키에 초코릿이... ",살구블라썸,https://blog.naver.com/maize210,20220511
90,군포 금정 카페추천 신환사거리 카페<b>이디야</b> 허니브레드 포장 후기,https://blog.naver.com/benya_ispin?Redirect=Log&logNo=222820458568,군포에 있는 신환사거리근처에 <b>이디야</b>에서 허니브레드 포장해왔습니다 여긴 새로생겨서 실내도 꽤... ㅋㅋㅋ <b>이디야</b> 포장 너무 귀여움 ㅋㅋㅋㅋ 완전 생일케이크 ㅋㅋ 미니버전 생크림도 많음 ㅋㅋㅋ 따로 위에... ,오냥냥,https://blog.naver.com/benya_ispin,20220721
91,[<b>이디야</b> 빙수] 1인 빙수 5900원 팥인절미 빙수 후기 / 내돈내산,https://blog.naver.com/judy638?Redirect=Log&logNo=222773347646,<b>이디야</b> 1인 빙수 5900원 #팥인절미 #딸기피치요거놀라 #망고패션요거놀라 안녕하세요 여울이에요... 여름이 다가오네요~~ 이런 날씨를 가시기 위해 빙수가 필요하죠!ㅋㅋ 출처 : <b>이디야</b>커피 공식 블로그 간단히... ,흰여울 UJ. Blog,https://blog.naver.com/judy638,20220614
92,여긴 <b>이디야</b> 커피,https://blog.naver.com/nuunmool?Redirect=Log&logNo=222802829990,<b>이디야</b> 커피.. 내 노트북 사양이 아주 오래 된 거라 부피도 크고 무게도 꽤 나가거든요.. 윈도우 뭔가가... 여긴 <b>이디야</b> 커피.. 여행 계획표를 짤려구 나왔어요.. 건강히 잘 지내셔요.. 아프지 말고.. 슬프지 말고..... ,하늘로 난 창이 있는 다락방,https://blog.naver.com/nuunmool,20220707
93,<b>이디야</b> 녹차플랫치노,https://blog.naver.com/ruby529?Redirect=Log&logNo=222806042463,팀장님이 <b>이디야</b> 커피 쿠폰을 보내 주셨더라구요^^ 집근처에 스타벅스가 없어서 제가 젤 가까운 곳이 <b>이디야</b>커피라고 했더니 녹차 플랫치노 쿠폰을 보내주셨길래 뒤뚱거리며 <b>이디야</b>로 go~~~ 이거 들고 겨우 겨우... ,ruby529님의 블로그,https://blog.naver.com/ruby529,20220710
94,늦은 점심과 저녁 후의 <b>이디야</b>,https://blog.naver.com/psy58psy?Redirect=Log&logNo=222810222820,잘 먹었습니다~~ 걷기보다 먼저 <b>이디야</b>를 들어왔다. 걷기 옷인데 무난한거라 생각하면서. 늘 사람들이 많다. 납작하고 둥근 유리병의 주스를 생각했으나 <b>이디야</b>브랜드의 긴 플라스틱 병. 시원하게 얼음에 부어서... ,꼬까오랑캐꽃,https://blog.naver.com/psy58psy,20220713
95,[이벤트] 소셜벤처 경연대회 공유하고 <b>이디야</b> 팥빙수 기프티콘... ,https://blog.naver.com/se365company?Redirect=Log&logNo=222802504607,오는 7월 18일까지 모집중인 소셜벤처 경연대회 소식을 알리면 추첨을 통해 #<b>이디야</b>기프티콘 을... 진행일정 - 참여기간: 2022.07.06.(수) ~ 07.12.(화) 18시 - 경품: <b>이디야</b> 팥인절미 빙수 기프티콘(100명)... ,한국사회적기업진흥원,https://blog.naver.com/se365company,20220706
96,티몬 <b>이디야</b> 빙수 쌍쌍츄로스 할인  망고패션 요거놀라 빙수... ,https://blog.naver.com/subiaco09?Redirect=Log&logNo=222837458377,맛 암튼 씹는재미 + 달달구리 끝판왕 + 2021 <b>이디야</b> 1인 빙수 올해 빙수가 더 맛나다 + 오마이갓 집에서 가까운 <b>이디야</b>는 빙수도 츄러스도 안 하신대서 ㅜㅜ 좀 걸어서 혼빙 ~ <b>이디야</b> 빙수는... ,온 세상이 놀이터,https://blog.naver.com/subiaco09,20220802
97,[<b>이디야</b> 커피]메뉴판 및 가격표/여름시즌 한정 1인빙수... ,https://blog.naver.com/saranghea41?Redirect=Log&logNo=222799996214,"[<b>이디야</b> 커피]메뉴판 및 가격표/여름시즌 한정 1인빙수/망고패션요거놀라,딸기피치요거놀라 요즘 날씨... 주말에 평택 뉴코아아울렛에서 쇼핑하고 집에가기전, 바로 옆에 그랜드 오픈한 <b>이디야</b>커피가 있어서... ",건전지의 리뷰놀이터,https://blog.naver.com/saranghea41,20220713
98,비 오는 날 <b>이디야</b> 오곡라떼,https://blog.naver.com/ohmok9531?Redirect=Log&logNo=222778714055,비 오는 날 <b>이디야</b> 오곡라떼 요 며칠은 초여름 답지 않게 날씨가 선선했고 제가 <b>이디야</b> 오곡라떼 마신 날은 최고조로 쌀쌀했습니다. 바람막이 점퍼 없이 반팔로 출근했는데 너무 추워 아이스가 아닌 따뜻한 걸로... ,오목의 체험공간,https://blog.naver.com/ohmok9531,20220620
99,"4월 카페 : <b>이디야</b>, 고목림, 카르멜인포레스트, 아레피... ",https://blog.naver.com/ziny1224?Redirect=Log&logNo=222800721565,"4월, 카페 <b>이디야</b> 딸기가 올라간 허니브레드, 너무 달아서 다음부터는 그냥 오리지날로 먹기로_ 또, <b>이디야</b> 크로플과 함께, 동동이는 어느 카페를 가던 고민 안하고 무조건 아메리카노(또는 콜드브루) 나는 늘... ","그리고,",https://blog.naver.com/ziny1224,20220705
0,구한다 민초 유니버스의 시작! (feat. <b>이디야</b> 민트초코 베이커리),https://blog.naver.com/ediya-coffee?Redirect=Log&logNo=222785222710,<b>이디야</b> 역시 이런 흐름과 민초단의 마음을 헤아렸어요. <b>이디야</b>만의 민초 세계관의 시작! 일명 ‘민초 유니버스’의 첫걸음인 베이커리를 선보였거든요. 민초 베이커리는 민초러버들을 위한 이벤트이기도... ,이디야커피 공식 블로그,https://blog.naver.com/ediya-coffee,20220623
1,<b>이디야</b>커피 - 솜사탕 캔디 플랫치노/ 주먹밥 2종/ 프레즐,https://blog.naver.com/dksork03?Redirect=Log&logNo=222763399663,&lt;&lt; 오랜만에 <b>이디야</b>커피에 다녀왔다. 가족이 병원가며 태워다줌ㅋㅋ 가게 앞에 주차공간이 있어 편함. &lt;&lt; 언제나 깔끔하고 정돈된 매장. 내가 가는 <b>이디야</b>커피 청주용정점은 바로 바로 테이블을 청소해주신다.... ,에너자이저를 등에 짊어지고 힘차게.,https://blog.naver.com/dksork03,20220607
2,<b>이디야</b> 1인빙수 완전 반해버린 내돈내산 후기,https://blog.naver.com/miminimkkk?Redirect=Log&logNo=222753124503,<b>이디야</b> 1인빙수 완전 반해버린 내돈내산 후기 안녕하세요 미미찡입니다. 요즘 날씨가 더웠다가 추웠다가 난리도 아닌데요. 오늘은 이번달 초에 개시한 <b>이디야</b> 1인빙수 후기를 가지고 왔어요. 종류는 망고패션... ,♥ 미미찡의 귤 까는 놀이터 ♥,https://blog.naver.com/miminimkkk,20220531
3,<b>이디야</b>커피에서 시원한 레몬 아이스티 한잔 :),https://blog.naver.com/ssong89611?Redirect=Log&logNo=222773542115,생일날 남편이 자유부인하고 오라고 해서 뒤도 안 돌아보고 집 앞에 있는 <b>이디야</b>커피 풍무역점에 왔어요! 자유부인하라고 해서 애들 다 놓고 <b>이디야</b>커피에 왔는데 과일빙수랑 과일주스보니 우리 으뜸이가... ,Magnolia♥,https://blog.naver.com/ssong89611,20220615
4,20220514_<b>이디야</b>_크루와상_ft.아메리카노 기프티콘,https://blog.naver.com/chanyu_kim79?Redirect=Log&logNo=222752133421,나님이 설문조사를 하고 사례로 받은 <b>이디야</b>의 아메리카노 쿠폰이 있었음. 이것이 또 사연이 있는데... 받아보니 <b>이디야</b>. <b>이디야</b>는 먹을 게 없단 말이에요! 그리고 <b>이디야</b> 커피는...입맛에 안 맞아서 마시지... ,신명나게 살기,https://blog.naver.com/chanyu_kim79,20220530
5,<b>이디야</b>커피로 여름사냥 1인빙수 그리고 달고나 믹스치노 리뷰,https://blog.naver.com/pswook86?Redirect=Log&logNo=222780120092,마트에서 장을 보다 시원한게 먹고 싶어 <b>이디야</b>에 갔습니다 여름 시즌 메뉴로 여름사냥 메뉴 3종이... 있네요 <b>이디야</b>에서 이런 쿠키 종류도 판매하는지는 몰랐어요 주문한 팥 인절미 1인빙수와 달고나 믹스... ,퍼그용사,https://blog.naver.com/pswook86,20220619
6,<b>이디야</b> 메뉴 아이스 아메리카노 마셔봤습니다,https://blog.naver.com/sht9182?Redirect=Log&logNo=222761286823,있는 <b>이디야</b>가 보여서 메뉴들 찍을 겸해서 방문했습니다. 이때는 마시고 싶은 음료를 정하고 들어간 게 아니라서 기본적인 메뉴인 아이스 아메리카노를 선택했어요. 그래서 오늘은 <b>이디야</b> 메뉴 정리와 <b>이디야</b>... ,프레스티시모,https://blog.naver.com/sht9182,20220606
7,북한강전망좋은카페 남양주키즈카페 <b>이디야</b> 북한강점,https://blog.naver.com/zaja1972?Redirect=Log&logNo=222693777912,서울에서 가까운 곳이라 언니들과 자주 가는데 집으로 돌아오는길에 가끔 들리는 <b>이디야</b> 북한강점... 무엇보다 <b>이디야</b>하면 가격도 착하기 때문에 근처 다른 카페들에 비해 상대적으로 저렴한 가격으로 분위기... ,가을사랑의 행복을 꿈꾸는 곳,https://blog.naver.com/zaja1972,20220407
8,<b>이디야</b>커피 : 투썸 스타벅스 보다 좋은이유 세가지,https://blog.naver.com/insung1214?Redirect=Log&logNo=222746439165,집에서 1.2킬로 정도 걷다보면 <b>이디야</b>커피 매장이 나옵니다. 천마산 등산로 입구 가는 길이라 걷는 운동하다가 중간에 쉬면서 한잔 마시면 기분 좋습니다‼️ <b>이디야</b>커피 남앙주호평중앙점 집에서 중심상가... ,코리아 롱비치 14,https://blog.naver.com/insung1214,20220525
9,<b>이디야</b> 신상 모카칩믹스치노 마셔본 후기,https://blog.naver.com/aerichan?Redirect=Log&logNo=222749569961,프리퀀시를 채우고자 미션음료 4잔을 채워야해서 시켜본 <b>이디야</b> 신상 모카칩 믹스치노 모카치노라고... 역시 <b>이디야</b>커피는 아이스 카페모카가 제일 입에 맞는 거 같다 무더운 낮에 테이크아웃해서 나오기 전에... ,좋아하는 거 올리는 블로그! 불펌 금지,https://blog.naver.com/aerichan,20220528
10,내가 <b>이디야</b>에 가는 이유는...,https://blog.naver.com/dhsmf0?Redirect=Log&logNo=222743675317,<b>이디야</b>에서 일절 뭔가를 받지 않았다는... 단 말썽쟁이의 하염없는 사춘기짓에 가슴이 아프고 힘들고 참기 어려우면 꿀순양과 둘이 근처의 <b>이디야</b>에 가서 음료 하나씩 마시며 시간을 보내고 마음을 안정시키고... ,행운의여신^^,https://blog.naver.com/dhsmf0,20220523
11,(논현동) <b>이디야</b> 커피 랩 - 매장 이용 후기,https://blog.naver.com/snos1219?Redirect=Log&logNo=222756668472,"그분이 알려주신 <b>이디야</b>에서 운영하는 커피 랩을 방문하게 되었다. 영수증 인증은 별도로 하지 않는다... 방문 사진 이곳의 독특한 점은 <b>이디야</b>를 고급화한 느낌이다. 차를 끌고 오게 되면, 발레파킹을 해주는... ",이번 생은 오버 밸런스,https://blog.naver.com/snos1219,20220602
12,<b>이디야</b> 수박주스 가격 칼로리 (넘 시원해서 머리가 띵~),https://blog.naver.com/keun84?Redirect=Log&logNo=222786897138,"먹으러 왔지요ㅎㅎ <b>이디야</b> 수박주스 가격 R : 4,900 Extra size : 6,100 또 여름이 되니깐ㅎㅎ 블링블링한... ㅋㅋ 대단쓰~ㅎㅎㅎㅎ 후훗 <b>이디야</b>수박주스가 나왔습니당~~ 근데 비쥬얼은 그냥....뭐....ㅋㅋ 자꾸 다른... ",초이&apos;s 뷰티여행블로그,https://blog.naver.com/keun84,20220624
